DDI ID,Description,brand,Model,S/N,Floor,Side,Department,REMARKS,,supplied company,Eng./contact,LPO/invoice,Sub Category(BIO),Original Value (PR),Accumulated Depreciation,Salvage Value,Item Age,install date,Usage Status,Full Loss
BE00193,Eppendorf Mini,5453,5453,5453ZN056485,,,IICTU/PIBTU,,,CCC,,,,,,,,2010,USE,
BE00194,Vortex,2215371,2215371,110126006,4,B,IICTU/PIBTU,,,,,,,,,,,2011,USE,
BE00195,Rocker,M79730+AC0-33,M79730+AC0-33,C2030130102580,4,B,IICTU/PIBTU,,,,,,,,,,,2011,USE,
BE00196,Waterbath,NB+AC0-20,NB+AC0-20,71553,B1,B,AHF,found in pibtu 4/09/2020,,,,,,,,,,2010,USE,
BE00197,Waterbath,NB+AC0-5,NB+AC0-5,02+AC0-0972,4,B,IICTU/PIBTU,,,,,,,,,,,2010,USE,
BE00198,Eppendorf,5430 R,5430 R,5428ZP810078,4,B,IICTU/PIBTU,,,C.C.C,,,,,,,,2010,USE,
BE00199,Cell counter,Countess C10281,Countess C10281,10054+AC0-016,4,B,IICTU/PIBTU,,,,,,,,,,,2010,USE,
BE00200,DRY Bath Digital,BioRad,BioRad,SC1605441,4,B,IICTU/PIBTU,,,,,,,,,,,2011,USE,
BE00201,pH meter,Seven+AC0-Multi,Seven+AC0-Multi,1231365259,4,B,IICTU,found in pibtu 4/09/2020,,,,,,,,,,2010,USE,
BE00202,Balance,620+AC0-2M,620+AC0-2M,101770444,B1,B,AHF,found in pibtu 4/09/2020,,,,,,,,,,2009,USE,
BE00203,Toshiba Refrigerator,GR+AC0-R70UD+AC0-K,GR+AC0-R70UD+AC0-K,NIL,4,B,IICTU/PIBTU,,,,,,,,,,,2004,USE,
BE00204,Plate Shaker,4625+AC0-1CEM,4625+AC0-1CEM,C1882120102602,4,B,IICTU/PIBTU,,,,,,,,,,,2011,USE,
BE00205,Spectrophotometer,DU730,DU730,1424576,B1,B1,AHF,found in pibtu 4/09/2020,,ATC,,,,,,,,2011,USE,
BE00206,Milliplex, Lumenix 100/200, Lumenix 100/200,LX10011255406,,,IICTU/PIBTU,,,,,,,,,,,2011,USE,
BE00207,Biosafety cabinet,Thermo,1300 Series A2,300074326,4,B,IICTU,,,trialpha,,,,+ACI- 3,390 +ACI-,,,,2016,USE,
BE00208,Velos Orbitrap,Orbitrap LCMS MS,Orbitrap LCMS MS,4FZWKN1/30657,3,B,BMBU,found in protomic 12th sept,,,,,,,,,,2011,USE,
BE00209,Ultraflex,Bruker,Bruker,259901+AC0-00292,3,B,BMBU,NEED TO SHIFT+AC0- 14/10/2019 ATC company takenout,,,,,,,,,,2011,USE,
BE00210,+ACI-LN2 Generator, Thermoflex 900+ACI-,NM32LA,NM32LA,A11+AC0-02+AC0-126,3,B,BMBU,found in protomic 12th sept,,,,,,,,,,2011,USE,
BE00211,Heraeus Pico 21 ,Pico 21,Pico 21,41128987,3,B,BMBU,found in protomic 12th sept,,,,,,,,,,2010,USE,
BE00212,Microcentrifuge,SD,SD,58448,3,B,BMBU,found in protomic 12th sept,,,,,,,,,,2011,USE,
BE00213,Daewoo,FR+AC0-821NB,FR+AC0-821NB,KE149E50340148,3,A,BMBU,found in protomic 12th sept,,,,,,,,,,2004,USE,
BE00214,Automated Workstation,Cybio ,Cybio ,OL 3502 7 0209,3,B,BMBU,scrapped 30/5/23,,,,,,,,,,2011,USE,
BE00215,CO2 Incubator,Heracell 150,Heracell 150,41187067,3,B,BIO BANK,,,,,,,,,,,2011,USE,
BE00216,CO2 Incubator,Heracell 150,Heracell 150,41187066,3,B,BIO BANK,,,,,,,,,,,2011,USE,
BE00217,Biosafety cabinet,Labconco,Labconco,21133168,4,B,BIO BANK,021138168 moved to 4th floor Genetic,,,,,,,,,,2004,USE,
BE00218,Sorval Centrifuge,ST40 R,ST40 R,41067006,3,B,BIO BANK,,,,,,,,,,,2011,USE,
BE00219,Microscope Zeiss Axio Inverted Microscope,AX10,AX10,38322001358,3,B,BIO BANK,found in BMBU F3 29/08/2020,,,,,,,,,,,,
BE00220,Revco+AC0-7504V20,4,4,+ACI-,003+AC0-145925+AC0-0V+ACI-,3,B,BIO BANK,,,,,,,,,,,2011,USE,
BE00221,+ACI-Thermo Revco, UFX 70086V60+ACI-,+AC0-80,+AC0-80,124250001120605,3,B,BIO BANK,,,,,,,,,,,2011,USE,
BE00222,REVCOULTIMA PLUS+AC0-ULT+AC0-2586,+AC0-80,+AC0-80,+ACI-,0129202301100724+ACI-,3,B,BIO BANK,,,,,,,,,,,2011,USE,
BE00223,Fisher Scientific Isotemp,210,210,1605100259810,3,B,BIO BANK,,,,,,,,,,,2010,USE,
BE00224,+ACI-Micro Cooler ll, Boekel+ACI-,101721171,101721171,260010,3,B,BIO BANK,scrapped 30/5/23,,,,,,,,,,2010,USE,
BE00225,Hybridizer,StatSpin,StatSpin,922 E500 01394,3,B,BIO BANK,,,,,,,,,,,2011,USE,
BE00226,Microtome, Microm HM355S, Microm HM355S,49897,3,B,BIO BANK,,,,,,,,,,,2010,USE,
BE00227,Large 3D Rotator,4631+AC0-ICE,4631+AC0-ICE,1669091248591,3,B,BIO BANK,BME Store+AC0-B2,,,,,,,,,,2011,USE,
BE00228,+ACI-Homogeniser, mixer+ACI-,PF798+AC0-0003+AC0-01+AC0-03,PF798+AC0-0003+AC0-01+AC0-03,PT10+AC0-35GT,3,B,BIO BANK,,,,,,,,,,,2010,USE,
BE00229,Sorval, ST40 R, ST40 R,41067002,3,B,BIO BANK,BME Store+AC0-B2,,TSST,,,,,,,,2011,USE,
BE00230,Eppendorf Concentrated Plus,5305,5305,5305YJ609087,3,B,BIO BANK,found in protomic 12th sept,,,,,,,,,,2010,USE,
BE00231,Tissue+AC0-Tek Processor,Tissue+AC0-Tek VIP,Tissue+AC0-Tek VIP,60320165+AC0-0110,3,B,BIO BANK,Ugraded under AMC (BE01433),,,,,,,,,,2010,USE,
BE00232,Bright Cryostat,OTF5000,OTF5000,4158,3,B,BIO BANK,,,,,,,,,,,2011,USE,
BE00233,+ACI-Mixer, Fisher Scientific +ACI-,Fisher Scientific Counter,1016 21045,+ACI-,101621045+ACI-,3,B,BIO BANK,,,,,,,,,,,2010,USE,
BE00234,Thermomixer Eppendorf,5355 eppendorf AG,5355 eppendorf AG,5355BG855619,3,B,BIO BANK,,,,,,,,,,,2010,USE,
BE00235,Thermomixer Eppendorf,5355 eppendorf AG,5355 eppendorf AG,5355BG755722,3,B,BIO BANK,,,,,,,,,,,2010,USE,
BE00236,Heraeus Fresco 17 microcentrifuge,Fresco17,Fresco17,41064049,3,B,BIO BANK,,,,,,,,,,,2010,USE,
BE00237,Heraeus Pico 21 ,PICO21,PICO21,41061918,3,B,BIO BANK,,,,,,,,,,,2010,USE,
BE00238,Tissue+AC0-Tek Cassette Printer,Tissue+AC0-Tek Autowrite ,Tissue+AC0-Tek Autowrite ,001967844/001967200,3,B,BIO BANK,replaced with new one under AMC,,Warba,,,,,,,,2011,USE,
BE00239,Tissue+AC0-Tek Slide Printer,Tissue+AC0-Tek Smartwrite ,Tissue+AC0-Tek Smartwrite ,90210096+AC0-0812,3,B,BIO BANK,,,Warba,,,,,,,,2011,USE,
BE00240,Heraeus Pico 21 ,PICO21,PICO21,41061916,3,B,BIO BANK,,,,,,,,,,,2010,USE,
BE00241,Vortex Mixer Heidolf ,REAX control,REAX control,21204619,3,B,BIO BANK,,,,,,,,,,,2011,USE,
BE00242,+ACI-UV Visible Spectrophotometer, Amersham+ACI-,UltroSpec 3100 pro,UltroSpec 3100 pro,110431,3,B,BIO BANK,scrapped 30/5/23,,,,,,,,,,2010,USE,
BE00243,Pannoramic Digital Slide Scanner,Pannoramic Scan,Pannoramic Scan,SC150+AC0-204000,3,B,BIO BANK,,,,,,,,,,,2010,USE,
BE00244,Grand Master TMA,GTM Tissue Microarray,GTM Tissue Microarray,GTMA+AC0-000201,3,B,BIO BANK,,,,,,,,,,,2011,USE,
BE00245,Tissue+AC0-Tek Embedding Center,Tissue+AC0-Tek TEC,Tissue+AC0-Tek TEC,52301115+AC0-1009,3,B,BIO BANK,,,,,,,,,,,2011,USE,
BE00246,+ACI-Digital Vortex Mixer, Fischer Scientific +ACI-,E193273,E193273,90918003,3,B,BIO BANK,,,,,,,,,,,2011,USE,
BE00247,Ventana Slide Staining System,E750+AC0-BMKXT+AC0-FS,E750+AC0-BMKXT+AC0-FS,713887,3,B,BIO BANK,scrapped 30/5/23,,,,,,,,,,2011,USE,
BE00248,Vortex Mixer ABV+AC0-1  ,ABV+AC0-1,ABV+AC0-1,2010110201,3,B,BIO BANK,,,,,,,,,,,2011,USE,
BE00249,Dako PASCAL Pressure Cooler, S2800, S2800,DC+AC0-4197,3,B,BIO BANK,,,,,,,,,,,2010,USE,
BE00250,Microscope Zeiss Primo Star,Primo Star,Primo Star,3116019434,3,B,BIO BANK,,,,,,,,,,,,,
BE00251,Cytology Centrifuge,Cytotek,Cytotek,43231753+AC0-0709,3,B,BIO BANK,,,,,,,,,,,2011,USE,
BE00252,Fumehood,Fisher,Fisher,SAF 18013,3,B,BIO BANK,found in Genome F3 29/08/2020,,,,,,,,,,2004,USE,
BE00253,Section Dryer,Section Dryer,Section Dryer,SD1018D1011,3,B,BIO BANK,,,,,,,,,,,2010,USE,
BE00254,+ACI-Floatation Bath, Sakura +ACI-,1451,1451,1451235,3,B,BIO BANK,,,,,,,,,,,2011,USE,
BE00255,Microtome, Microm HM315, Microm HM315,47908,3,B,BIO BANK,,,,,,,,,,,2010,USE,
BE00256,Thermomixer Eppendorf,5355 eppendorf AG,5355 eppendorf AG,5355BG255730,3,B,BIO BANK,,,,,,,,,,,2010,USE,
BE00257,Thermomixer Eppendorf,5355 eppendorf AG,5355 eppendorf AG,5355ZI946683,3,B,BIO BANK,,,,,,,,,,,2010,USE,
BE00258,Balance,EL602,EL602,13014023808,3,B,BIO BANK,BME Store+AC0-B2,,,,,,,,,,2009,USE,
BE00259,pH meter,Seven+AC0-Multi,Seven+AC0-Multi,1230525641,3,B,BIO BANK,,,,,,,,,,,2010,USE,
BE00260,Hotplate/Stirrer Corning,6796+AC0-220,6796+AC0-220,212009247030,3,B,BIO BANK,,,,,,,,,,,2011,USE,
BE00261,Hotplate/Stirrer Fisher Scientific,11+AC0-802+AC0-50SH,11+AC0-802+AC0-50SH,1622060854822,3,B,BIO BANK,,,,,,,,,,,2011,USE,
BE00262,+ACI-Thermo Revco, UFX 70086V60+ACI-,+AC0-80,+AC0-80,124387601120807,3,B,BIO BANK,,,,,,,,,,,2011,USE,
BE00263,+ACI-Thermo Revco, UFX 70086V60+ACI-,+AC0-80,+AC0-80,124387701120806,3,B,BIO BANK,,,,,,,,,,,2011,USE,
BE00264,+ACI-Thermo Revco, UFX 70086V60+ACI-,+AC0-80,+AC0-80,124250101120602,3,B,BIO BANK,,,,,,,,,,,2011,USE,
BE00265,REVCOULTIMA PLUS+AC0-ULT+AC0-2586,+AC0-80,+AC0-80,+ACI-,0129202201100724+ACI-,3,B,BIO BANK,,,,,,,,,,,2011,USE,
BE00266,REVCOULTIMA PLUS+AC0-ULT+AC0-2586,+AC0-80,+AC0-80,+ACI-,0129205201100728+ACI-,3,B,BIO BANK,,,,,,,,,,,2011,USE,
BE00267,Liquid Nitrogen Flask,thermo,8209,514319+AC0-355,3,B,BIO BANK,,,,,,,+ACI- 3,250 +ACI-,,,,2012,USE,
BE00268,Liquid Nitrogen Flask,thermo,8209,271831+AC0-81,3,B,BIO BANK,,,,,,,+ACI- 3,250 +ACI-,,,,2012,USE,
BE00269,Liquid Nitrogen Flask,thermo,8209,271835+AC0-102,3,B,BIO BANK,,,,,,,+ACI- 3,250 +ACI-,,,,2012,USE,
BE00270,Liquid Nitrogen Flask,thermo,8209,271831+AC0-84,3,B,BIO BANK,,,,,,,+ACI- 3,250 +ACI-,,,,2012,USE,
BE00271,REVCOULTIMA PLUS+AC0-ULT+AC0-2586,+AC0-80,+AC0-80,+ACI-,0129180101100716+ACI-,3,B,BIO BANK,,,,,,,,,,,2011,USE,
BE00272,REVCOULTIMA PLUS+AC0-ULT+AC0-2586,+AC0-80,+AC0-80,+ACI-,0128892701100204+ACI-,3,B,BIO BANK,,,,,,,,,,,2011,USE,
BE00273,REVCOULTIMA PLUS+AC0-ULT+AC0-2586,+AC0-80,+AC0-80,+ACI-,0128771901091202+ACI-,3,B,BIO BANK,,,,,,,,,,,2011,USE,
BE00274,Toshiba Refrigerator,GR+AC0-R70UD+AC0-K,GR+AC0-R70UD+AC0-K,NIL,3,B,BIO BANK,found in BMBU F3 29/08/2020,,,,,,,,,,2004,USE,
BE00275,Revco+AC0-Rev5004+AC0-V22,4,4,+ACI-,003+AC0-V145922+AC0-0V+ACI-,3,B,BIO BANK,,,,,,,,,,,2011,USE,
BE00277,Bioplex 200,Bioplex 200,Bioplex 200,LX100010201405,3,B,BMBU,Replaced with new BE01377,,ATC+AC0-Lab,,,,,,,,2011,USE,
BE00278,Multipurpose plate reader,Synergy H4,Synergy H4,238687,3,B,BMBU,,,,,,,,,,,2010,USE,
BE00279,Benchtop Autoclave,tettunuer,3870ELCPVP/D,13110084,3,B,BMBU,,,,,,,+ACI- 4,000 +ACI-,,,,2014,USE,
BE00280,Elisa washer,NIL,NIL,255201,3,B,BMBU,scrapped 30/5/23,,,,,,,,,,2010,USE,
BE00281,DNA speed vac concentrator,DNA+AC0-120,DNA+AC0-120,W14V+AC0-431337+AC0-WV,3,B,BMBU,,,,,,,,,,,2011,USE,
BE00282,Refrigerated Vapor trap,RVT5105,RVT5105,131285358C,3,B,BMBU,,,,,,,,,,,2011,USE,
BE00283,Biosafety cabinet,Labconco,Labconco,21133171,3,B,BMBU,,,,,,,,,,,2004,USE,
BE00284,CO2 Incubator,Heracell 150,Heracell 150,41046065,3,B,BMBU,,,ATC,,,,,,,,2011,USE,
BE00285,CO2 Incubator,Heracell 150,Heracell 150,41046066,3,B,BMBU,,,ATC,,,,,,,,2011,USE,
BE00286,Microscope  Micros Austria,MCX1600,MCX1600,4+AC0-100010,3,B,BIO BANK,Shifted to immunology(Steve) upon reqst 24/8/22,,,,,,,,,,,,
BE00287,Waterbath,NB9,NB9,02+AC0-1803,3,B,BMBU,,,,,,,,,,,2010,USE,
BE00288,Microscope Olympus BX51,olympus,BX51TF,4A19216,3,B,BIO BANK,,,,,,,,,,,,,
BE00289,Biacore,T200,T200,1529556,3,B,BMBU,Sold 15/10/2019 (Rana ATC),,,,,,,,,,2010,USE,
BE00290,Speed Vac,SPD121,SPD121,001X438399+AC0-OX,3,B,BMBU,,,,,,,,,,,2011,USE,
BE00291,Waterbath,NB9,NB9,02+AC0-1804,3,B,BMBU,,,,,,,,,,,2010,USE,
BE00292,Waterbath,NB20,NB20,02+AC0-1176,3,B,BMBU,found in AHF 12th sept,,,,,,,,,,2010,USE,
BE00293,Waterbath,NB20,NB20,02+AC0-1173,3,B,BMBU,found in AHF 12th sept,,,,,,,,,,2010,USE,
BE00294,Semidry transfer system,Trans+AC0-Blot,Trans+AC0-Blot,221BR46009,3,B,BMBU,found in genetic 4th flr 3/11/21,,,,,,,,,,2010,USE,
BE00295,Image Eraser,+ACM-810+AC0-UNB,+ACM-810+AC0-UNB,118006,3,B,BMBU,Scrapped,,,,,,,,,,2010,USE,
BE00296,Multidrop 384 quick dispenser,832,832,832 005+AC0-200,3,B,BMBU,,,,,,,,,,,2010,USE,
BE00297,Microcentrifuge,SD,SD,58447,3,B,BMBU,,,,,,,,,,,2011,USE,
BE00298,Rotator,3D,3D,C1669101036542,3,B,BMBU,found in genetic 4th flr 3/11/21,,,,,,,,,,2010,USE,
BE00299,Fast Blotter,Pierce G2,Pierce G2,BL1403002,3,B,BMBU,,,,,,,,,,,2010,USE,
BE00300,Hotplate/stirrer,Thermo,Thermo,C+AC0-1768100604589,3,B,BMBU,,,,,,,,,,,2011,USE,
BE00301,Hotplate/stirrer,Thermo,Thermo,C+AC0-1768100603935,3,B,BMBU,,,,,,,,,,,2011,USE,
BE00302,Hotplate/stirrer,Thermo,Thermo,C+AC0-1768100603930,3,B,BMBU,,,,,,,,,,,2011,USE,
BE00303,Typhone,TRIO,TRIO,1518555,3,B,BMBU,Scrapped,,,,,,,,,,2010,USE,
BE00304,waterbath,multitemp 3,multitemp 3,110Z44049,3,B,BMBU,found in AHF 12th sept,,,,,,,,,,2010,USE,
BE00305,VersaDoc 4000,VersaDoc 4000,MP4000,603R1350,3,B,BMBU,Replaced with new one BE01395 under AMC,,,,,,,,,,2010,USE,
BE00306,Fumehood,Fisher,Fisher,SAF18012,3,B,BMBU,,,,,,,,,,,2004,USE,
BE00307,Power Supply,Basic,Basic,041BR79025,3,B,BMBU,,,,,,,,,,,2010,USE,
BE00308,Power Supply,Basic,Basic,049BR79159,3,B,BMBU,,,,,,,,,,,2010,USE,
BE00309,Power Supply,Basic,Basic,041BR79164,3,B,BMBU,,,,,,,,,,,2010,USE,
BE00310,Power Supply,HV,HV,044BR4952,3,B,BMBU,,,,,,,,,,,2010,USE,
BE00311,Protean IEF system,Protean IEF Cell,Protean IEF Cell,526BR08443,3,B,BMBU,Scrapped,,,,,,,,,,2009,USE,
BE00312,Power Supply,HV,HV,044BR4966,3,B,BMBU,,,,,,,,,,,2010,USE,
BE00313,Shaker,Unimax 1010,Unimax 1010,71006031,3,B,BMBU,,,,,,,850,,,,2012,USE,
BE00314,Image Prep,0201G002,0201G002,249501.0012,3,B,BMBU,Scrapped,,,,,,,,,,2011,USE,
BE00315,Power Supply,Universal,Universal,042BR10552,3,B,BMBU,,,,,,,,,,,2010,USE,
BE00316,Shaker,Unimax 1010,Unimax 1010,71006034,3,B,BMBU,,,,,,,850,,,,2012,USE,
BE00317,Heraeus Pico 21 ,Pico 21,Pico 21,41128985,3,B,BMBU,,,TSST,,,,,,,,2010,USE,
BE00318,Heraeus Fresco microcentrifuge,Fresco21,Fresco21,41677115,3,B,BMBU,found in Store B1 25th oct,,,,,,,,,,2011,USE,
BE00319,Microcentrifuge,SD,SD,58442,3,B,BMBU,,,,,,,,,,,2011,USE,
BE00320,Vortex,ABV+AC0-1,ABV+AC0-1,2010110203,3,B,BMBU,,,tectron,,,,,,,,2011,USE,
BE00321,Vortex,ABV+AC0-1,ABV+AC0-1,2010110210,3,B,BMBU,,,tectron,,,,,,,,2011,USE,
BE00322,Vortex,ABV+AC0-1,ABV+AC0-1,2010110205,3,B,BMBU,,,tectron,,,,,,,,2011,USE,
BE00323,RT PCR,Rotor geneQ,Rotor geneQ,R0710302,4,B,GENETIC LAB,found in BMBU F3 29/08/2020,,,,,,,,,,2011,USE,
BE00324,Heraeus Pico 21 ,Pico 21,Pico 21,41128988,3,B,BMBU,,,TSST,,,,,,,,2010,USE,
BE00325,Heraeus Fresco 17 microcentrifuge,Fresco17,Fresco17,41129209,3,B,BMBU,,,TSST,,,,,,,,2010,USE,
BE00326,Immersion Waterbath,LCB+AC0-22D,LCB+AC0-22D,2010072005,3,B,BMBU,,,,,,,,,,,2010,USE,
BE00327,pH meter,Seven+AC0-Multi,Seven+AC0-Multi,1231325405,3,B,BMBU,,,,,,,,,,,2010,USE,
BE00328,Microwave,MS+AC0-5645KP,MS+AC0-5645KP,69+AC0-02E13210+AC0-000172,3,B,BMBU,,,,,,,,,,,2011,USE,
BE00329,Fumehood,Fisher,Fisher,SAF 18011,3,B,BMBU,,,,,,,,,,,2004,USE,
BE00330,Analytical Balance (KERN ABS),ABS 220+AC0-4,ABS 220+AC0-4,WB1010127,3,B,BMBU,,,,,,,,,,,2010,USE,
BE00331,Toploading Balance (KERN EWB),EWB 620+AC0-2M,EWB 620+AC0-2M,1017702+AC0-18,3,B,BMBU,,,,,,,,,,,2010,USE,
BE00332,Thermomixer Eppendorf,Eppendorf 5350,Eppendorf 5350,5350ZI933840,3,B,BMBU,,,,,,,,,,,2010,USE,
BE00333,Ultrasonic Cleaner Bath,2510E+AC0-DIH,2510E+AC0-DIH,ELC02112909F,3,B,BMBU,,,,,,,,,,,2010,USE,
BE00334,Thermomixer Eppendorf,Eppendorf 5355,Eppendorf 5355,5355AK452706,3,B,BMBU,found in protomic 12th sept,,,,,,,,,,2010,USE,
BE00335,Water Purifier,Millipor,Millipor,FOHA45682A,3,B,BMBU,Scrapped,,Al+AC0-arfaj,,,,,,,,2011,USE,
BE00336,Microcentrifuge,SD,SD,58449,3,B,BMBU,,,,,,,,,,,2011,USE,
BE00337,Thermal Cycler PCR BioRad,C+AC0-1000,C+AC0-1000,CC014371,3,B,BMBU,,,,,,,,,,,2011,USE,
BE00338,QIA agility HEPA/UVP,+ACI-Qia Agility, Qiagene+ACI-,+ACI-Qia Agility, Qiagene+ACI-,2660,3,B,BMBU,,,,,,,+ACI- 17,750 +ACI-,,,,2012,USE,
BE00339,QIAxcel Automated, DNA/RNA extraction, DNA/RNA extraction,11353,3,B,BMBU,Scrapped,,,,,,,,,,2011,USE,
BE00340,MiniProtein,Tetracell,Tetracell,552BR065291,3,B,BMBU,,,,,,,,,,,2009,USE,
BE00341,MiniProtein,Dodeca cell,Dodeca cell,153BR71019,3,B,BMBU,,,,,,,,,,,2009,USE,
BE00342,MiniProtein,Tetracell,Tetracell,552BR059485,3,B,BMBU,,,,,,,,,,,2009,USE,
BE00343,MiniProtein,Dodeca cell,Dodeca cell,153BR71103,3,B,BMBU,,,,,,,,,,,2009,USE,
BE00344,X Cell Surelocke,Surelock,Surelock,100901+AC0-794,3,B,BMBU,,,,,,,,,,,2010,USE,
BE00345,MiniProtein,Tetracell,Tetracell,552BR 064473,3,B,BMBU,,,,,,,,,,,2009,USE,
BE00346,Criterion cell,Biorad Criterion,Biorad Criterion,135BR 0024893,3,B,BMBU,found in genetic 4th flr 3/11/21,,,,,,,,,,2010,USE,
BE00347,Criterion dodeca cell,NIL,NIL,561BR01850,3,B,BMBU,Scrapped,,,,,,,,,,2010,USE,
BE00348,Floor model sorvall,RC6,RC6,A3525,3,B,BMBU,,,,,,,,,,,2010,USE,
BE00349,DNA analysis,EZ1 DNA purfication,EZ1 DNA purfication,L108A0483,3,B,BMBU,scrapped 30/5/23,,,,,,,,,,2011,USE,
BE00350,Sorval,ST40,ST40,41140613,3,B,BMBU,,,,,,,,,,,2011,USE,
BE00351,Ultracentrifuge,MTX150,MTX150,W14V+AC0-431348+AC0-WV,3,B,BMBU,,,,,,,,,,,2010,USE,
BE00352,REVCOULTIMA PLUS,+AC0-80,+AC0-80,+ACI-,0129199501100723+ACI-,3,B,BMBU,,,,,,,,,,,2011,USE,
BE00353,REVCOULTIMA PLUS,+AC0-80,+AC0-80,+ACI-,0129180601100716+ACI-,3,B,BMBU,,,,,,,,,,,2011,USE,
BE00354,REVCOULTIMA+AC0-II SERIES ULT+AC0-2540,+AC0-40,+AC0-40,+ACI-,0129320301100924+ACI-,3,B,BMBU,,,,,,,,,,,2011,USE,
BE00355,+ACI-Revco+AC0-UEN2320A20, Enz.Freezer+ACI-,+AC0-20,+AC0-20,P03V+AC0-146+AC0-340+AC0-PV,3,B,BMBU,,,,,,,,,,,2011,USE,
BE00356,Pharmaceutical Refrigerator,Sanyo,MPR+AC0-1410,40101192,3,B,Clinical lab,,,Tareq,,,,,,,,2004,USE,
BE00357,Toshiba Refrigerator,GR+AC0-Y60UD+AC0-K,GR+AC0-Y60UD+AC0-K,NIL,3,B,Clinical lab,,,,,,,,,,,2004,USE,
BE00358,Sorval,ST40,ST40,41140614,3,B,BMBU,,,,,,,,,,,2011,USE,
BE00359,Ultrasonicator,FB505,FB505,62930AC+AC0-05+AC0-11,3,B,BMBU,,,,,,,,,,,2010,USE,
BE00360,Incubator Shaker,EXCELLA E24,EXCELLA E24,10850750,3,B,BMBU,,,,,,,+ACI- 2,781 +ACI-,,,,2012,USE,
BE00361,LaminaR Flow Smart CTRL,ESCO,ESCO,2+AC0-603773,3,B,BMBU,,,Tareq,,,,,,,,2004,USE,
BE00362,Hybridization oven,HB100,HB100,070010+AC0-003,3,B,BMBU,,,,,,,,,,,2011,USE,
BE00363,BE00364,HB100,HB100,8041811+AC0-002,3,B,BMBU,temp. shifted to jaber Hospital 31/5/21,,,,,,,,,,2011,USE,
BE00364,Nuve Incobator,EN 400,EN 400,707263,3,B,BMBU,temp. shifted to jaber Hospital 31/5/21,,,,,,,,,,2011,USE,
BE00365,Nuve Incobator,EN 400,EN 400,704341,3,B,BMBU,,,,,,,,,,,2011,USE,
BE00366,Centrifuge,Allegra x+AC0-12,Allegra x+AC0-12,ALA 14 F 05,3,B,Clinical lab,,,ATC+AC0-Lab,,,, +AC0-   ,,,,2014,USE,
BE00367,Centrifuge,Allegra x+AC0-12,Allegra x+AC0-12,ALX 14 F 12,3,B,Clinical lab,,,ATC+AC0-Lab,,,, +AC0-   ,,,,2014,USE,
BE00368,Centrifuge,Allegra x+AC0-12,Allegra x+AC0-12,ALA 14 F 18,3,B,Clinical lab,,,ATC+AC0-Lab,,,, +AC0-   ,,,,2014,USE,
BE00369,Centrifuge,Allegra x+AC0-12,Allegra x+AC0-12,ALX 14 F 19,3,B,Clinical lab,,,ATC+AC0-Lab,,,, +AC0-   ,,,,2014,USE,
BE00370,Fumehood,Fisher,Fisher,SAF 24012,3,B,Clinical lab,,,,,,,,,,,2004,USE,
BE00371,Fumehood,Fisher,Fisher,SAF 24011,3,B,Clinical lab,,,,,,,,,,,2004,USE,
BE00372,Fumehood,Fisher,Fisher,SAF 18014,3,B,Clinical lab,,,,,,,,,,,2004,USE,
BE00373,Biosafety cabinet,Labconco,Labconco,41027676AJ,3,B,Clinical lab,,,,,,,,,,,2004,USE,
BE00374,LaminaR Flow,ESCO,ESCO,2002+AC0-7147,3,B,Clinical lab,,,Tareq,,,,,,,,2004,USE,
BE00375,Urine Analyzer,Clinitek+AC0-500,Clinitek+AC0-500,6740 100 7598,,B,Clinical lab,Scrapped,,,,,,,,,,2007,USE,
BE00376,Urine Analyzer,Clinitek Advantous,Clinitek Advantous,25 14 09 29,3,B,Clinical lab,,,,,,,+ACI- 5,000 +ACI-,,,,2012,USE,
BE00377,Microscope,olympus,CKX41,2G 170 64,3,B,Clinical lab,,,,,,,,,,,2004,USE,
BE00378,Microscope,olympus,BX51TF,8A 24 968,3,B,Clinical lab,,,,,,,,,,,2004,USE,
BE00379,MicroscanWalkaway,Microscan 40s,Microscan 40s,2405697,3,B,Clinical lab,,,ATC+AC0-Lab,,,,,,,,2007,USE,
BE00380,+ACI-Distiller, replaced unit+ACI-,Fistreem,Fistreem,FI+AC0-0120009,3,B,Clinical lab,,,Tareq,bran/66808809,,,+ACI- 4,500 +ACI-,,,,2015,USE,
BE00381,CO2 Incubator,Sanyo  MCO175,Sanyo  MCO175,40 100 282 ,3,B,Clinical lab,Scrapped,,,,,,,,,,2004,USE,
BE00382,Liasion,Diasorin,Diasorin,222 900 3819,3,B,Clinical lab,replaced by badaer sultan 16/7/2018,,,,,,,,,,2009,USE,
BE00383,Anaxomate Blood Culture,+ACI-Anoxomate Mart ll, AN2CTS +ACI-,+ACI-Anoxomate Mart ll, AN2CTS +ACI-,0803 4433J 1G,3,B,Clinical lab,,,ATC+AC0-Lab,,,,,,,,2007,USE,
BE00384,Vortex,ABV+AC0-1,ABV+AC0-1,2011 030 701,3,B,Clinical lab,,,,,,,,,,,2011,USE,
BE00385,Slide Warmer,NIL,NIL,167 505 121 0643,,B,Clinical lab,  shifted to store,,,,,,,,,,2010,USE,
BE00386,Tube Rocker,SB2,SB2,R000100309,3,B,Clinical lab,,,tareq,R.Antony,,,,,,,2006,USE,
BE00387,GLUCOMETER,ABBOTT,OPTIUM,PIC62,FI,B,DAFNE,BME Coustody,,,,,,,,,,,,
